"Initiative Name","Item Name","PO Number","CMS Job No.","Total Quantity","Delivery Country","Quantity","No. of Pallets","Size of Pallet (h x w x d)","Assembled Product Size (h x w x d)","Outer Pack Size (h x w x d)","Artwork/Promotion","Claim","Artwork Version","Die Cut Version","Artwork Due date","Actual artwork received date","Artwork approved date","Requested Delivery date","Confirmed Delivery Date","Updated Delivery Date","Actual Date Delivered","CMS POD (Y/N)","GR (Y/N)","Invoiced (Y/N)","Labelling","Delivery Address","Booking In Details","Comments","Supplier","PDF downdloaded from Box.com","Approval from Box.com","Status","Orderer","Unit Cost (EUR)","Order Total (EUR)"
"Q4 Bulk Order - Pringles 2017","017. Pallet Roll","","","","CEE Cluster","10","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Montenegro, Orbico Crna Gora","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","017. Pallet Roll","","","","CEE Cluster","100","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Romania, Egea Orbico Beauty srl","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","017. Pallet Roll","","","","CEE Cluster","20","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Moldova, ICS ORBICO MA SRL","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","017. Pallet Roll","","","","CEE Cluster","20","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Serbia, Orbico Trgovina","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","017. Pallet Roll","","","","CEE Cluster","30","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Bulgaria, Orbico EOOD","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","017. Pallet Roll","","","","CEE Cluster","30","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Slovakia, ESA Czech","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","017. Pallet Roll","","","","CEE Cluster","30","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Slovenia, Orbico d.o.o","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","017. Pallet Roll","","","","CEE Cluster","40","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Croatia, Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","017. Pallet Roll","","","","CEE Cluster","40","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Hungary, Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","017. Pallet Roll","","","","CEE Cluster","50","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Czech, ESA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","CEE Cluster","100","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Serbia, Orbico Trgovina","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","CEE Cluster","20","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Moldova, ICS ORBICO MA SRL","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","CEE Cluster","200","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Croatia, Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","CEE Cluster","200","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Slovenia, Orbico d.o.o","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","CEE Cluster","30","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Bulgaria, Orbico EOOD","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","CEE Cluster","400","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Romania, Egea Orbico Beauty srl","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","CEE Cluster","50","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Albania, Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","CEE Cluster","50","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Bosnia, Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","CEE Cluster","50","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Macedonia, DTU Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","CEE Cluster","50","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Montenegro, Orbico Crna Gora","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","CEE Cluster","50","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Poland, Navo Orbico Sp. z o.o., Ul. Magazynowa 5","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","CEE Cluster","80","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Czech, ESA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","028. Gondola Side Panel","","","","CEE Cluster","10","","","1920mm (h) x 500mm (w)","1000mm (h) x 520mm (w) x 25mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Czech, ESA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","028. Gondola Side Panel","","","","CEE Cluster","10","","","1920mm (h) x 500mm (w)","1000mm (h) x 520mm (w) x 25mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Hungary, Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","028. Gondola Side Panel","","","","CEE Cluster","20","","","1920mm (h) x 500mm (w)","1000mm (h) x 520mm (w) x 25mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Moldova, ICS ORBICO MA SRL","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","028. Gondola Side Panel","","","","CEE Cluster","25","","","1920mm (h) x 500mm (w)","1000mm (h) x 520mm (w) x 25mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Bulgaria, Orbico EOOD","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","028. Gondola Side Panel","","","","CEE Cluster","40","","","1920mm (h) x 500mm (w)","1000mm (h) x 520mm (w) x 25mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Bosnia, Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","028. Gondola Side Panel","","","","CEE Cluster","40","","","1920mm (h) x 500mm (w)","1000mm (h) x 520mm (w) x 25mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Serbia, Orbico Trgovina","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","028. Gondola Side Panel","","","","CEE Cluster","75","","","1920mm (h) x 500mm (w)","1000mm (h) x 520mm (w) x 25mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Romania, Egea Orbico Beauty srl","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","028. Gondola Side Panel","","","","CEE Cluster","80","","","1920mm (h) x 500mm (w)","1000mm (h) x 520mm (w) x 25mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Croatia, Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","028. Gondola Side Panel","","","","CEE Cluster","80","","","1920mm (h) x 500mm (w)","1000mm (h) x 520mm (w) x 25mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Poland, Navo Orbico Sp. z o.o., Ul. Magazynowa 5","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","028. Gondola Side Panel","","","","CEE Cluster","80","","","1920mm (h) x 500mm (w)","1000mm (h) x 520mm (w) x 25mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Slovenia, Orbico d.o.o","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","029. 10 Can Hanging Unit","","","","CEE Cluster","150","","","1205mm (h) x185mm (w) x140 mm (d)","Packed in 5's:  TBC (h) x 270mm (w) x 100mm (d)

GB Packed individually:  TBC (h) x 270mm (w) x TBC (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Croatia, Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","029. 10 Can Hanging Unit","","","","CEE Cluster","30","","","1205mm (h) x185mm (w) x140 mm (d)","Packed in 5's:  TBC (h) x 270mm (w) x 100mm (d)

GB Packed individually:  TBC (h) x 270mm (w) x TBC (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Macedonia, DTU Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","029. 10 Can Hanging Unit","","","","CEE Cluster","30","","","1205mm (h) x185mm (w) x140 mm (d)","Packed in 5's:  TBC (h) x 270mm (w) x 100mm (d)

GB Packed individually:  TBC (h) x 270mm (w) x TBC (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Montenegro, Orbico Crna Gora","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","029. 10 Can Hanging Unit","","","","CEE Cluster","40","","","1205mm (h) x185mm (w) x140 mm (d)","Packed in 5's:  TBC (h) x 270mm (w) x 100mm (d)

GB Packed individually:  TBC (h) x 270mm (w) x TBC (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Albania, Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","029. 10 Can Hanging Unit","","","","CEE Cluster","50","","","1205mm (h) x185mm (w) x140 mm (d)","Packed in 5's:  TBC (h) x 270mm (w) x 100mm (d)

GB Packed individually:  TBC (h) x 270mm (w) x TBC (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Bosnia, Orbico","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","029. 10 Can Hanging Unit","","","","CEE Cluster","80","","","1205mm (h) x185mm (w) x140 mm (d)","Packed in 5's:  TBC (h) x 270mm (w) x 100mm (d)

GB Packed individually:  TBC (h) x 270mm (w) x TBC (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Serbia, Orbico Trgovina","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","029. 10 Can Hanging Unit","","","","CEE Cluster","80","","","1205mm (h) x185mm (w) x140 mm (d)","Packed in 5's:  TBC (h) x 270mm (w) x 100mm (d)

GB Packed individually:  TBC (h) x 270mm (w) x TBC (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Slovenia, Orbico d.o.o","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","042. Pallet Sign","","","","CEE Cluster","150","","","","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Romania, Egea Orbico Beauty srl","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","042. Pallet Sign","","","","CEE Cluster","25","","","","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Moldova, ICS ORBICO MA SRL","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","042. Pallet Sign","","","","CEE Cluster","50","","","","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Bulgaria, Orbico EOOD","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","004. Multi Use FSDU Body","","","","FraBeNeLux Cluster","100","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Netherlands, Panama","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","004. Multi Use FSDU Body","","","","FraBeNeLux Cluster","340","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","France, SOFTMARKETING","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","004. Multi Use FSDU Body","","","","FraBeNeLux Cluster","60","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Belgium, Panama","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","007. 114 Can Half Can Body","","","","FraBeNeLux Cluster","230","","","2180mm (h) including header (1550mm without header) x 630mm (w) x 410mm (d)","1000mm (h) x 792mm (w) x 40mm (d) ","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Netherlands, Panama","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","012. 114 KS Sekunden","","","","FraBeNeLux Cluster","100","","","610mm (h) x 590mm (w) x 400mm (d)","N/A - Delivered bulk packed on pallets","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Netherlands, Panama","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","014. Large Display Left and Right Sides - EURO","","","","FraBeNeLux Cluster","40","","","Front & Back: 1600mm (h) x 800mm (w) x 200mm (d)
(as per cutter guide)","","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Netherlands, Panama","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","019. Pallet Skirt - EURO","","","","FraBeNeLux Cluster","340","","","Euro: 150mm Height, 810mm depth, 1210mm width (Made up)","45mm x 670mm x 170mm","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","France, SOFTMARKETING","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","001. 24 Can FSDU Body","","","","MED Cluster","15","","","1335mm (h) (1556mm including Header) x 270mm x 270mm"," 723mm (h) x 586mm (w) x 50mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","001. 24 Can FSDU Body","","","","MED Cluster","350","","","1335mm (h) (1556mm including Header) x 270mm x 270mm"," 723mm (h) x 586mm (w) x 50mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Turkey: Dogruer Lojistik AS","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","001. 24 Can FSDU Body","","","","MED Cluster","42","","","1335mm (h) (1556mm including Header) x 270mm x 270mm"," 723mm (h) x 586mm (w) x 50mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Lithuania: UAB ""Sanitex""","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","001. 24 Can FSDU Body","","","","MED Cluster","50","","","1335mm (h) (1556mm including Header) x 270mm x 270mm"," 723mm (h) x 586mm (w) x 50mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Estonia: Sanitex OÜ","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","001. 24 Can FSDU Body","","","","MED Cluster","60","","","1335mm (h) (1556mm including Header) x 270mm x 270mm"," 723mm (h) x 586mm (w) x 50mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Latvia: Baltic Logistic Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","001. 24 Can FSDU Body","","","","MED Cluster","70","","","1335mm (h) (1556mm including Header) x 270mm x 270mm"," 723mm (h) x 586mm (w) x 50mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","001. 24 Can FSDU Body","","","","MED Cluster","80","","","1335mm (h) (1556mm including Header) x 270mm x 270mm"," 723mm (h) x 586mm (w) x 50mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","004. Multi Use FSDU Body","","","","MED Cluster","100","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","004. Multi Use FSDU Body","","","","MED Cluster","30","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Latvia: Baltic Logistic Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","004. Multi Use FSDU Body","","","","MED Cluster","30","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Lithuania: UAB ""Sanitex""","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","004. Multi Use FSDU Body","","","","MED Cluster","30","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","004. Multi Use FSDU Body","","","","MED Cluster","350","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Turkey: Dogruer Lojistik AS","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Pringles 2017","004. Multi Use FSDU Body","","","","MED Cluster","50","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-07-21T10:29:13.380Z","","","","","","","","","","Estonia: Sanitex OÜ","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
